"id","severite","verdict","flux_sources","pages","fichiers","element","constat","preuves","correction"
"U093","MAJEUR","DÉGRADÉ","08;18","https://app.syntheticswarm.ai/openapi.json","backend de l'app (hors dépôt)","Spécification OpenAPI de l'app publique (117 chemins, routes admin)","`200 application/json`, 190 125 octets : OpenAPI 3.1.0, 117 chemins et 134 opérations exposés sans authentification, dont `/api/v1/admin/orgs/{org_id}/feature-flags`, `/api/v1/billing/admin/grant-credit`, `/api/v1/billing/admin/complete-upgrade`, les exports de leads, `/webhooks/resend` et les schémas d'authentification (tokenUrl, `X-API-Key`) ; /docs et /redoc sont désactivés, la désactivation est incomplète (les endpoints restent protégés en 401).","08 (l.61) : docs/audit-total/screens/08/app-exposition.txt, docs/audit-total/screens/08/app-openapi-analyse.txt || 18 (l.42) : docs/audit-total/screens/18/app-health-docs.txt (openapi http=200 size=190125) ; docs/audit-total/screens/18/app-openapi-parse.txt","Dans l'app FastAPI : `app = FastAPI(title=""Synthetic Swarm"", version=""0.1.0"", docs_url=None, redoc_url=None, openapi_url=None)` en production (ou `openapi_url=None if settings.ENVIRONMENT == ""production"" else ""/openapi.json""`) ; vérifier `curl -o /dev/null -w '%{http_code}\n' https://app.syntheticswarm.ai/openapi.json` = 404"
"U094","MAJEUR","DÉGRADÉ","08","https://app.syntheticswarm.ai/health/external","backend de l'app et Caddyfile (hors dépôt)","/health/external déclenche un appel Unipile réel à chaque GET anonyme","`200` `{""status"":""ok"",""dependencies"":{""unipile"":{""status"":""ok"",""latency_ms"":105}}}` : chaque `GET` anonyme déclenche un appel réel vers l'API Unipile (fournisseur LinkedIn) et en révèle le nom et la latence ; un tiers peut faire consommer le quota Unipile et sonder la disponibilité du fournisseur sans jeton (une seule requête faite ici, aucune charge)","08 (l.63) : docs/audit-total/screens/08/app-exposition.txt","Protéger la route : `@router.get(""/health/external"", dependencies=[Depends(require_admin)])` (ou restriction réseau comme ci-dessus), et mettre le résultat en cache : `result = await cache.get(""health:external"") or await probe_unipile(); await cache.set(""health:external"", result, ex=60)` (nom de la dépendance à adapter au code de l'app)"
"U095","MAJEUR","DÉGRADÉ","08;17;19","26 pages (tiers.csv : 26 feuilles fonts.googleapis.com et 52 polices fonts.gstatic.com)","scripts/site_layout.py;index.html (26 pages);assets/fonts/ (à créer);fonts.css (à créer)","Google Fonts sur 26 pages : IP transmise, CSS bloquant","Chaque page déclare deux `preconnect` et la feuille `css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap` (index.html l.20 à 22, générées par scripts/site_layout.py l.123) : l'adresse IP, le User-Agent et le Referer (origine) de chaque visiteur sont transmis à Google LLC (États-Unis) dès le chargement, avant toute information (aucune mention dans la politique) ; le CSS Google est bloquant dans la chaîne critique (gain estimé 781 ms sur la home, 2 085 ms sur /tarifs ; 37 `@font-face` déclarés pour 2 fichiers réellement utilisés : Inter variable 48 432 octets, DM Serif Display italique 17 660 octets).","08 (l.67) : docs/audit-total/screens/08/tiers-google-fonts.txt, inventaire/tiers.csv, index.html lignes 20 à 22 || 17 (l.29) : Annexe B (polices) ; `headers/google-fonts-css-chrome.css` ; `lh/tarifs-mobile-p1.json` audit `render-blocking-resources` || 19 (l.16) : inventaire/tiers.csv (78 lignes) ; cookies-tiers.json pages[*].third (referer, cookie=null, set-cookie=null) et referer.firefox / referer.webkit ; `curl -D -` sur fonts.googleapis.com : aucun set-cookie, cache-control private ; mentions-legales.html lignes 17 à 19 (preconnect x2 + stylesheet) ; scripts/site_layout.py lignes 123 à 125","Auto-héberger les polices (rapport 19 Annexe B, commandes exécutées avec succès ; équivalents rapport 08 Annexe D et rapport 17 E5) : `mkdir -p assets/fonts` ; télécharger le CSS Google avec un User-Agent Chrome (`curl -sS -A ""Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/141.0.0.0 Safari/537.36"" -o /tmp/google-fonts.css ""https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&family=Inter:wght@400;500;600;700;800&display=swap""`) puis chaque URL fonts.gstatic.com listée (`grep -o ""https://fonts.gstatic.com/[^)]*"" /tmp/google-fonts.css | sort -u | while read -r u; do fam=$(echo ""$u"" | cut -d/ -f5); curl -sS -o ""assets/fonts/$fam-$(basename ""$u"")"" ""$u""; done`) ; ne garder que les 4 fichiers latin et latin-ext ; créer `assets/fonts/fonts.css` : `@font-face { font-family: 'DM Serif Display'; font-style: italic; font-weight: 400; font-display: swap; src: url(/assets/fonts/dmserifdisplay--nFhOHM81r4j6k0gjAW3mujVU2B2G_VB3vD212k.woff2) format('woff2'); unicode-range: U+0100-02BA, U+02BD-02C5, U+02C7-02CC, U+02CE-02D7, U+02DD-02FF, U+0304, U+0308, U+0329, U+1D00-1DBF, U+1E00-1E9F, U+1EF2-1EFF, U+2020, U+20A0-20AB, U+20AD-20C0, U+2113, U+2C60-2C7F, U+A720-A7FF; } @font-face { font-family: 'DM Serif Display'; font-style: italic; font-weight: 400; font-display: swap; src: url(/assets/fonts/dmserifdisplay--nFhOHM81r4j6k0gjAW3mujVU2B2G_VB0PD2.woff2) format('woff2'); unicode-range: U+0000-00FF, U+0131, U+0152-0153, U+02BB-02BC, U+02C6, U+02DA, U+02DC, U+0304, U+0308, U+0329, U+2000-206F, U+20AC, U+2122, U+2191, U+2193, U+2212, U+2215, U+FEFF, U+FFFD; } @font-face { font-family: 'Inter'; font-style: normal; font-weight: 400 800; font-display: swap; src: url(/assets/fonts/inter-UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa25L7SUc.woff2) format('woff2'); unicode-range: U+0100-02BA, U+02BD-02C5, U+02C7-02CC, U+02CE-02D7, U+02DD-02FF, U+0304, U+0308, U+0329, U+1D00-1DBF, U+1E00-1E9F, U+1EF2-1EFF, U+2020, U+20A0-20AB, U+20AD-20C0, U+2113, U+2C60-2C7F, U+A720-A7FF; } @font-face { font-family: 'Inter'; font-style: normal; font-weight: 400 800; font-display: swap; src: url(/assets/fonts/inter-UcC73FwrK3iLTeHuS_nVMrMxCp50SjIa1ZL7.woff2) format('woff2'); unicode-range: U+0000-00FF, U+0131, U+0152-0153, U+02BB-02BC, U+02C6, U+02DA, U+02DC, U+0304, U+0308, U+0329, U+2000-206F, U+20AC, U+2122, U+2191, U+2193, U+2212, U+2215, U+FEFF, U+FFFD; }` ; puis, sur les 26 pages et dans scripts/site_layout.py (sans l'exécuter), supprimer les deux lignes `<link rel=""preconnect"" href=""https://fonts.googleapis.com"">` et `<link rel=""preconnect"" href=""https://fonts.gstatic.com"" crossorigin>` et remplacer `<link href=""https://fonts.googleapis.com/css2?family=DM+Serif+Display:ital@1&amp;family=Inter:wght@400;500;600;700;800&amp;display=swap"" rel=""stylesheet"">` par `<link rel=""stylesheet"" href=""/assets/fonts/fonts.css"">` (rapport 17 : ajouter `<link rel=""preload"" href=""/assets/fonts/inter-...woff2"" as=""font"" type=""font/woff2"" crossorigin>`) ; vérification : `grep -l ""fonts.googleapis\|fonts.gstatic"" *.html scripts/site_layout.py` vide et `node --test tests/*.test.cjs` ; retirer ensuite les domaines Google de la CSP (U034) et de la politique (U140)"
"U096","MAJEUR","DÉGRADÉ","14;15;T1","26 pages (20 sans JSON-LD ; /, /index-fr, /about, /a-propos incomplètes)","index.html;index-fr.html;about.html;a-propos.html;pricing.html;tarifs.html;contact.html;contact-fr.html;scripts/site_layout.py","JSON-LD absent de 20 pages, deux Organization différentes","JSON-LD sur 6 pages seulement ; index.html:28 à 45 (idem index-fr.html) définit Organization {name, url, logo /assets/logo-black.png de 64 x 39 px et 1 023 octets} et WebSite, about.html:24 à 41 une autre Organization {name, url, founder} sans logo ni WebSite ; aucune Organization sur 20 pages, aucune donnée d'offre sur /pricing et /tarifs malgré 5 paliers, aucune FAQPage sur la FAQ d'achat, aucune ContactPage ; description, sameAs, address, contactPoint, foundingDate absents.","14 (l.30) : `python3 -c ""from PIL import Image; print(Image.open('assets/logo-black.png').size)""` → `(64, 39)` || 14 (l.31) : heads.py jsonld_count = 0 sur 20 pages ; `grep -c ""application/ld+json"" *.html` ; pricing.js l.6-10 || 15 (l.25) : `identify assets/logo-black.png` = `64x39 PNG srgba 1023B` ; index.html:28-45 et index-fr.html:28-45 ; about.html:24-41 et a-propos.html:24-41 ; JSON valides (Annexe E) || 15 (l.27) : `grep -c 'application/ld+json' *.html` = 0 pour ces 20 fichiers (tableau de comptage en Annexe E) || T1 (l.31) : rapport 14 lignes 30 et 31 ; rapport 15 ligne 25 ; index.html:28 à 45 ; index-fr.html:28 à 45 ; about.html:24 à 41","Remplacer les blocs de index.html, index-fr.html, about.html et a-propos.html et ajouter dans le `<head>` des 20 autres pages un seul bloc Organization + WebSite (rapport 15 Annexe D, validé 0 erreur par le rapport 14 Annexe A) : `<script type=""application/ld+json"">{""@context"":""https://schema.org"",""@graph"":[{""@type"":""Organization"",""@id"":""https://www.syntheticswarm.ai/#organization"",""name"":""Synthetic Swarm"",""legalName"":""[dénomination exacte, voir U005]"",""url"":""https://www.syntheticswarm.ai/"",""logo"":{""@type"":""ImageObject"",""url"":""https://www.syntheticswarm.ai/assets/logo-black-narrow.png"",""width"":1024,""height"":1024},""description"":""Fiches de prospection hebdomadaires pour courtiers et mandataires en assurance : dirigeant, téléphone, email, LinkedIn et signal daté expliquant pourquoi appeler maintenant."",""email"":""contact@syntheticswarm.ai"",""founder"":[{""@type"":""Person"",""name"":""Axel"",""jobTitle"":""CEO"",""sameAs"":""https://www.linkedin.com/in/axel-carron/""},{""@type"":""Person"",""name"":""Ilan"",""jobTitle"":""CTO"",""sameAs"":""https://www.linkedin.com/in/isainteagathe/""}],""address"":{""@type"":""PostalAddress"",""streetAddress"":""15 rue de la Gare"",""postalCode"":""62690"",""addressLocality"":""Izel-lès-Hameau"",""addressCountry"":""FR""},""identifier"":{""@type"":""PropertyValue"",""propertyID"":""SIREN"",""value"":""993422120""},""areaServed"":""FR"",""contactPoint"":{""@type"":""ContactPoint"",""contactType"":""sales"",""email"":""contact@syntheticswarm.ai"",""availableLanguage"":[""fr"",""en""]}},{""@type"":""WebSite"",""@id"":""https://www.syntheticswarm.ai/#website"",""name"":""Synthetic Swarm"",""url"":""https://www.syntheticswarm.ai/"",""inLanguage"":""fr"",""publisher"":{""@id"":""https://www.syntheticswarm.ai/#organization""}}]}</script>` (pages EN : description « Weekly prospecting profiles for insurance brokers and agents: executive, phone, email, LinkedIn and a dated signal explaining why to call now. » et `""inLanguage"":""en""` ; `sameAs` de l'entreprise à ajouter quand l'URL LinkedIn est connue [donnée à fournir] ; foundingDate à aligner sur U053) ; ajouter dans tarifs.html et pricing.html le bloc Product avec 5 Offer (89, 169, 399, 789, 1499 EUR ; rapport 15 Annexe D, rapport 14 Annexe B), le FAQPage de la FAQ d'achat sur pricing.html et tarifs.html seulement (rapport 14 Annexe C) et ContactPage / AboutPage (rapport 14 Annexe D) : `<script type=""application/ld+json"">{""@context"": ""https://schema.org"", ""@type"": ""ContactPage"", ""url"": ""https://www.syntheticswarm.ai/contact"", ""name"": ""Contact the team | Synthetic Swarm"", ""inLanguage"": ""en"", ""isPartOf"": {""@id"": ""https://www.syntheticswarm.ai/#website""}, ""about"": {""@id"": ""https://www.syntheticswarm.ai/#organization""}}</script>`"
"U097","MAJEUR","DÉGRADÉ","09;10","26 pages, menu mobile (largeurs 980 px et moins)","site-pages.css","Panneau de langue du menu mobile hors écran","Le panneau `#mobile-header-language-options` s'ouvre vers le bas depuis le pied du panneau et dépasse le bas de l'écran de 23 à 29 px sur les 6 combinaisons portrait (390 x 844 : bas 873 ; 360 x 780 : bas 809 ; 375 x 667 : bas 696 ; 820 x 1180 : bas 1209 ; 390 x 664 Safari avec barres : lien FR de 648 à 687) : la seconde option est hors écran et n'apparaît qu'en faisant défiler le panneau (rien ne le signale) ; identique dans les 3 moteurs et inchangé après le déploiement de 159081d ; le popover Démo du même pied s'ouvre correctement vers le haut.","09 (l.13) : screens/09/home-iphone-13-portrait-menu-langue-deborde.png, screens/09/home-ipad-portrait-menu-langue-deborde.png, screens/09/home-iphone-13-paysage-menu-langue-deborde.png ; site-pages.css l.99 (`.language-panel { position: absolute; top: calc(100% + 6px); ... }`) et l.105 || 10 (l.15) : docs/audit-total/screens/10/home-390-menu-mobile-langue-coupee.png, home-390x664-menu-mobile-langue-coupee.png ; data/mobile2-chromium.json, mobile2-firefox.json, mobile2-webkit.json (lang390x844.links, lang390x664.links)","Dans site-pages.css l.105, remplacer `.mobile-menu-footer .language-panel { left: 0; right: auto; }` par `.mobile-menu-footer .language-panel { left: 0; right: auto; top: auto; bottom: calc(100% + 6px); }` (ouverture vers le haut, comme le popover démo du menu, règle `.pricing-custom-booking .demo-booking-popover { top: auto; bottom: calc(100% + 10px); }` de pricing-interactive.css)"
"U098","MAJEUR","DÉGRADÉ","09;11","26 pages (pied de page);/our-solution;/notre-solution (bloc .story-convergence)","scripts/site_layout.py;site-pages.css;our-solution.html;notre-solution.html","Logo du pied de page déformé (23 x 28)","`<img src=""/assets/logo-black-narrow.png"" alt="""" width=""23"" height=""28"">` est rendu dans une boîte 23 x 28 avec `object-fit: fill` : étiré verticalement de 21,7 % (ratio 0,821) sur les 52 vues des 26 pages ; page solution : `width=""24"" height=""29""` (écart 10,6 %) ; le même fichier est correct dans l'en-tête (20 x 20).","09 (l.15) : screens/09/home-iphone-13-portrait-image-deformee.png, screens/09/our-solution-iphone-13-portrait-image-deformee.png ; `identify assets/logo-black-narrow.png` = PNG 1024x1024 ; index.html l.309, our-solution.html l.106 et l.150 (commit 864833f) || 11 (l.23) : docs/audit-total/screens/11/index-d1440-footer-logo-zoom.png (zoom x4 du footer capturé) ; docs/audit-total/screens/11/logo-naturel-vs-etire-footer.png (fichier source rendu carré puis au ratio 23:28) ; scratchpad/flux11/geo/*.json (`ratioDev: 0.179` sur les 52 vues) ; index.html ligne 309 ; scripts/site_layout.py ligne 93 ; `identify assets/logo-black-narrow.png` = 1024x1024","site-pages.css, après la ligne 160, ajouter `.brand-close-identity .logo img { width:24px; height:24px; object-fit:contain; }` et, dans scripts/site_layout.py ligne 93 (puis les 26 pages régénérées), remplacer `width=""23"" height=""28""` par `width=""24"" height=""24""` ; incrémenter `site-pages.css?v=` sur les 26 pages ; pages solution (rapport 09) : remplacer `width=""24"" height=""29""` par `width=""29"" height=""29""` dans our-solution.html et notre-solution.html l.106, ou ajouter `.story-convergence img { object-fit: contain; }`"
"U099","MAJEUR","DÉGRADÉ","03;04;09;22","/;/index-fr (390 et 1440 px);/notre-solution;/our-solution (premier écran)","floating-demo.js;floating-demo.css;index.html;index-fr.html;solution-page.js","Pastille démo flottante recouvrant les CTA, sans fermeture","floating-demo.js affiche la pastille dès le chargement (l.25 `setVisible(true)`) et tant que l'on descend ; elle recouvre le bouton d'achat « Choisir ce forfait » à 71 % (/index-fr 390 px, centre non cliquable) et 24 % à 1440 px, « Réserver une démo » du pied de page à 72 %, 39 % du bouton « S'inscrire », 100 % du contrôle « Pause scrolling », les trois `summary` de la FAQ et le champ newsletter (7 à 23 éléments actionnables recouverts selon la combinaison, 18 combinaisons) ; aucun bouton de fermeture (`[data-floating-demo] button` : 0) ; dans le premier écran à 1440 elle forme avec « Démo » (en-tête) et « Réserver une démo » (héros) trois boutons noirs vers la même action.","03 (l.27) : docs/audit-total/screens/03/index-fr-390-pastille-masque-cta-forfait.png ; docs/audit-total/screens/03/index-fr-390-pastille-masque-cta-pied.png ; docs/audit-total/screens/03/index-fr-390-pastille-masque-newsletter.png ; docs/audit-total/screens/03/home-390-pastille-masque-cta-forfait.png ; docs/audit-total/screens/03/home-390-pastille-masque-cta-pied.png ; docs/audit-total/screens/03/home-1440-pastille-masque-cta-forfait.png ; docs/audit-total/screens/03/home-1440-pastille-masque-pause-defilement.png ; scratchpad/flux03/home-overlap-v2.log, home-overlap-v3.log, home-overlap-1440-wheel.log ; floating-demo.js lignes 13 à 25 || 04 (l.37) : index-fr-1440-pos2-50.png (le libellé du bouton est caché par ""Réserver une démo, 15 min avec l'équipe"") ; floating-demo.js lignes 13-20 || 09 (l.17) : screens/09/home-iphone-se-paysage-pastille-chevauchement.png, screens/09/home-iphone-se-portrait-pastille-chevauchement.png, screens/09/our-solution-iphone-13-portrait-pastille-chevauchement.png ; floating-demo.js l.13-20 || 22 (l.20) : docs/audit-total/screens/22/home-fr-1440-fold.png ; docs/audit-total/screens/22/home-fr-390-fold.png ; docs/audit-total/screens/22/home-fr-390-pastille-demo.png ; docs/audit-total/screens/22/home-fr-1440-prix.png ; tableau de la section 2 (pages-fold.json) ; floating-demo.js l.21-25 ; scratchpad/22/frictions.json (h)","Reprendre sur la home la logique des pages solution : dans index.html et index-fr.html, ligne 82 remplacer `<section class=""hero home-focused-hero"">` par `<section class=""hero home-focused-hero"" data-demo-hero>`, ligne 229 remplacer `<section id=""pricing"" class=""pricing-section"">` par `<section id=""pricing"" class=""pricing-section"" data-demo-end>`, ligne 319 remplacer `<script src=""/floating-demo.js?v=home-restore-1""></script>` par `<script src=""/solution-page.js?v=chapter-progress-1""></script>` (ses autres blocs se terminent sans effet en l'absence de `.product-story` et de `data-disclosure-trigger`) ; supprimer ensuite floating-demo.js devenu orphelin ; variantes si floating-demo.js est conservé : rapport 22 : l.25 `setVisible(false);` et dans le gestionnaire pageshow (l.23) `setVisible(window.scrollY > window.innerHeight);`, et index-fr.html l.90 passer « Découvrir notre solution » en lien texte `<a class=""page-link"" href=""/notre-solution"">Découvrir notre solution →</a>` ; rapport 04 : avant `setVisible(true);` (l.25) `const pricingActions = document.querySelector('#pricing .pricing-config-actions'); if (pricingActions && 'IntersectionObserver' in window) { new IntersectionObserver(entries => { floating.classList.toggle('is-over-pricing', entries[0].isIntersecting); }, { rootMargin: '0px 0px -100px 0px' }).observe(pricingActions); }` et floating-demo.css `.floating-demo.is-over-pricing { opacity: 0; visibility: hidden; pointer-events: none; }` ; rapport 09 : l.18 `const band = innerHeight - 76; const covered = [...document.querySelectorAll('main a.btn-get-started, main .pricing-config-btn, main summary, footer .brand-close-fields')].some(el => { const r = el.getBoundingClientRect(); return r.bottom > band && r.top < innerHeight; }); setVisible(currentY > previousY && !covered);`"
"U100","MAJEUR","DÉGRADÉ","16","/;/index-fr","demo.css;home.css","Bandeau du hero : contrastes de 1,8 à 2,9","Mesure pixel à 1440 : date blanche sur fond dominant #a0a0a0 = 2,61 (pire grappe 1,82) ; texte blanc sur #989898 = 2,88 (pire 2,61) ; badge blanc 11 px gras sur #e04838 = 4,07 ; à 390, axe signale le badge à 3,82 (#fff sur #e74c3c, 9 px gras) dans les 3 moteurs ; à 390 la date et le texte passent en #62666b sur fond clair (5,02)","16 (l.14) : docs/audit-total/screens/16/index-fr-1440-pastille-ensemble.png, docs/audit-total/screens/16/index-fr-1440-pastille-badge.png, docs/audit-total/screens/16/index-fr-390-pastille-badge.png ; annexe D (mesures pixel) ; annexe A (axe m390)","demo.css ligne 82 : remplacer `rgba(22, 22, 24, 0.4);` par `rgba(22, 22, 24, 0.78);` (blanc sur le verre obtenu #49494a : 8,99) ; demo.css ligne 151 : `background: #c0392b;` (blanc sur #c0392b : 5,44) ; home.css ligne 515 : `font-size:11px;` au lieu de `font-size:9px;`."
"U101","MAJEUR","DÉGRADÉ","16;21","/our-solution;/notre-solution","solution-page.css","Maquette solution : textes gris de 8 px à 2,8:1","`.story-row-status` « PRIORITAIRE » (8 px, #87939d), `.story-row-category` (9 px, #7b8b99), `.story-signal time` (10 px, #85909a), `.story-checks li` (10 px, #899186), `.story-profile-date` (11 px, #8a959d), `.story-breakdown h3` (9 px, #71818e), `.story-number` (10 px, #81817d), `.story-product-bar span` (10 px, #787872) : axe signale 5 nœuds de 3,62 à 4,44, le scan théorique 48 textes par page (21 uniques) de 2,84 à 3,5, la mesure pixel PRIORITAIRE 2,77 (pire grappe 1,71) ; le rapport 21 dénombre 52 couleurs hors charte propres à ces deux pages (35 gris et bleus-gris de texte, 9 fonds, 8 bordures).","16 (l.15) : docs/audit-total/screens/16/notre-solution-1440-badges-statut.png, docs/audit-total/screens/16/notre-solution-1440-story-number.png, docs/audit-total/screens/16/notre-solution-1440-product-bar.png ; annexes A et D || 21 (l.21) : summary.md §1 ; docs/audit-total/screens/21/notre-solution-1440-tableau-signaux-8px.png, notre-solution-1440-ligne-signal.png ; solution-page.css l.8, 23-24, 50, 54, 58-60, 65-66, 86-105, 117-150","solution-page.css ligne 50 : `.story-number { flex:none; font-size:10px; letter-spacing:.09em; color:#6b6b67; font-variant-numeric:tabular-nums; }` (5,17 sur #fcfbf8, 5,01 sur #f4f8fb) ; ligne 59 : `color:#6f6f69;` dans `.story-product-bar` (5,06) ; ligne 90 : `.story-signal time { font-size:10px; color:#5f6b76; white-space:nowrap; }` ; ligne 92 : `.story-row-category { font-size:10px; letter-spacing:.06em; color:#5f6b76; }` ; ligne 101 : `.story-row-status { font-size:10px; letter-spacing:.03em; color:#5f6b76; }` ; ligne 103 : `color:#5f6b76;` dans `.story-breakdown h3` ; ligne 137 : `color:#5f6b76;` dans `.story-profile-date` ; ligne 148 : `color:#5f6b76;` dans `.story-checks` (#5f6b76 : 4,97 sur #f0f5fa, 5,45 sur blanc) ; version tokens du rapport 21 (D11) : `.story-signal,.story-row-change,.story-subtitle,.sp-hero > p{color:#555} .story-signal time,.story-row-status,.story-feed-head,.story-monitor-metrics dt,.story-breakdown h3,.story-breakdown li,.story-number,.story-field-label,.story-fact-index,.story-product-bar,.story-person p,.story-profile-email,.story-profile-date{color:#777} .story-row-company,.story-monitor-target,.story-target-text,.story-monitor-metrics dd,.story-profile-why h3{color:#1a1a1a} .story-row-category,.story-monitor-label,.story-profile-consequence{color:#254b70} .story-surface,.story-context,.story-signal,.story-monitor-metrics,.story-breakdown,.story-product-bar{border-color:#e8e5e0} .story-breakdown-track{background:#f0f5fa} .story-breakdown-track i{background:#0a66c2} .story-detection,.story-interpretation,.story-delivery{--chapter-tone:#f7f5f1;background:#fcfbf8}` (les tailles de 8 à 10 px sont traitées en U114)"
"U102","MAJEUR","DÉGRADÉ","16;21","/;/index-fr","home.css;demo.css","Aperçu prospects de l'accueil : textes gris à 2,8:1","`.prospect-choice time` (10 px, #90968e), `.prospect-list-count` « 10 fiches cette semaine » (12 px, #93958d), `.prospect-identity p` (12 px, #8c9087), `.prospect-date` (11 px, #8a959d), `.comparison-task-meta` (9 px, #97918a) : 55 textes en échec sur / (19 uniques) et 57 sur /index-fr (21 uniques), ratios de 2,84 à 3,54, compteur mesuré 2,86 ; axe ne les signale pas (fond dégradé indéterminable) ; le rapport 21 dénombre 37 couleurs hors charte propres aux deux accueils.","16 (l.16) : Annexe D (contraste-theorique.json, lignes / et /index-fr) ; docs/audit-total/screens/16/index-fr-1440-prospect-clavier.png || 21 (l.22) : summary.md §1 ; docs/audit-total/screens/21/index-fr-1440-liste-prospects-10px.png, index-fr-1440-comparaison.png ; home.css l.252-280, 390-418, 455, 478 ; demo.css l.8-11, 180-183","home.css ligne 400 : `.prospect-choice time { font-size:11px; color:#5f6b76; white-space:nowrap; }` ; ligne 394 : `color:#5f6b76;` ; ligne 411 : `color:#5f6b76;` ; ligne 415 : `color:#5f6b76;` (#5f6b76 : 5,06 sur #f2f7fc, 5,45 sur blanc) ; ligne 261 : `.home .comparison-task-meta { ... font-size:10px; ... color:#6f6a64; ... }` (5,09 sur #fbf9f5) ; version tokens du rapport 21 (D12) : `.prospect-choice,.comparison-task-copy,.comparison-conclusion{color:#555} .prospect-choice time,.prospect-choice-sector,.prospect-choice-availability,.prospect-list-count,.prospect-list-title,.prospect-date,.prospect-identity p,.prospect-channels,.comparison-missing,.home-trust h2,.home-signals h2,.hero-eyebrow-separator{color:#777} .prospect-choice[aria-pressed=""true""],.prospect-why h3,.prospect-event,.prospect-consequence,.prospect-phone span,.prospect-identity h4,.prospect-phone{color:#254b70} .comparison-task,.comparison-task-meta,.comparison-result-lines,.comparison-note-line{border-color:#e8e5e0} .prospect-why,.prospect-phone span{background:#f0f5fa}` ; demo.css l.181 `color:#666`"
"U103","MAJEUR","DÉGRADÉ","11","/;/index-fr","styles.css;home.css;index.html;index-fr.html","Bande « Changements détectés » coupée avec la réduction des animations","la liste reste sur une seule ligne et est coupée au bord de la fenêtre sans possibilité de défilement (`html { overflow-x: clip }`, styles.css ligne 22) : à 390 px, 7 signaux sur 10 invisibles en EN (liste de 1215 px de large, bord droit à 1237 px) et 8 sur 10 en FR (1569 px) ; à 1440 px, 1 sur 10 en EN (1272 px, bord droit à 1456,5 px) et 2 sur 10 en FR (1636 px, bord droit à 1820,5 px). Cause : `.home-signals-track ul { ... flex:none; width:max-content; ... }` (home.css ligne 481) : `flex: none` fige l'élément flex à sa largeur max-content, donc `width:auto; flex-wrap:wrap` (ligne 499) ne replie rien. Sans réduction des animations, la bande défile en continu (animation `detected-feed`, home.css ligne 480) et tous les signaux passent à l'écran","11 (l.22) : docs/audit-total/screens/11/index-m390-signaux-mouvement-reduit.png, index-fr-m390-signaux-mouvement-reduit.png, index-d1440-signaux-mouvement-reduit.png (bord droit coupé) ; index-m390-signaux-animation.png (sans réduction) ; correctif vérifié en injectant la règle dans le navigateur de test : index-m390-signaux-mouvement-reduit-corrige.png (10 signaux sur 10 visibles, liste repliée sur 4 lignes, 331x124 px ; à 1440 : 1056x56 px sur 2 lignes) ; scratchpad/flux11/signals-check.json","home.css ligne 499, remplacer `.home-signals-track ul { width:auto; flex-wrap:wrap; justify-content:center; gap:12px 24px; padding:0; }` par `.home-signals-track ul { flex:1 1 auto; min-width:0; width:auto; flex-wrap:wrap; justify-content:center; gap:12px 24px; padding:0; }` puis incrémenter la version `home.css?v=` dans index.html et index-fr.html (ligne 17)"
"U104","MAJEUR","DÉGRADÉ","17","26 pages","vercel.json;index.html;index-fr.html;styles.css;scripts/site_layout.py","Performance mobile : médiane 82, LCP > 2,5 s sur 23 pages","Lighthouse mobile (médiane de 3 passes, throttling 1,6 Mb/s, 150 ms, CPU x4) : 82 (min 46 home EN, max 99), 2 pages sur 26 à 90 ou plus ; desktop 92 (home FR 55) ; LCP mobile au-dessus de 2,5 s sur 23 pages (élément h1 ou premier paragraphe), FCP médian 2,8 s, Speed Index 4,5 s, TTI 3,7 s ; en 3G rapide simulée sous charge : /index-fr FCP et LCP 22,8 s, /tarifs 7,0 s, /notre-solution 6,6 s (1,1 à 1,6 s à charge réduite, load 11 à 15 s) ; causes communes : 2,0 à 2,7 Mo d'images par page, 5 à 9 feuilles CSS bloquantes, CSS Google Fonts dans la chaîne critique, cache navigateur nul, scripts sans defer ; mesures pessimistes et instables (22 flux en parallèle sur 4 CPU, voir U263).","17 (l.12) : Annexe A (tableau complet), `screens/17/lighthouse-medianes.csv`, `screens/17/index-fr-mobile-lighthouse.html` || 17 (l.13) : Annexe A || 17 (l.15) : Annexe A colonnes LCP et diagnostics ; `lh/tarifs-mobile-p1.json` audit `render-blocking-resources` || 17 (l.16) : Annexe A || 17 (l.18) : Annexe A ; `lh-smoke/index-fr-mobile-p1.json` audits `long-tasks`, `mainthread-work-breakdown` || 17 (l.37) : Annexe F ; `screens/17/index-fr-mobile-3g-filmstrip.png`, `tarifs-mobile-3g-filmstrip.png`, `notre-solution-mobile-3g-filmstrip.png` ; `scratchpad/flux17/g3/*.json`","Appliquer les corrections E1 à E6 du rapport 17 (Annexe E), consolidées ici : cache navigateur U092, images U106 et U107, fondu du LCP U105, feuilles bloquantes et CSS mort U108, polices U095, scripts defer U207 ; objectif du rapport 17 : home à environ 258 Ko, autres pages à environ 120 Ko, 3 feuilles bloquantes au plus ; remesurer sur machine calme (`cd scratchpad/tools && node lh17-run.mjs`)"
